section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
25611,AFST,335D,04,Discussion Section,Th 3.30-4.20 WLH 203,Th 3:30pm-4:20pm,WLH 203,Th 3:30pm-4:20pm in WLH 203,"{'Thursday': ('15:30', '16:20', 'WLH 203')}"
24711,AMST,131D,01,Discussion Section,Th 3.30-4.20 CC NAPR,Th 3:30pm-4:20pm,CC NAPR,Th 3:30pm-4:20pm in CC NAPR,"{'Thursday': ('15:30', '16:20', 'CC NAPR')}"
24713,AMST,131D,02,Discussion Section,Th 4.30-5.20 CC NAPR,Th 4:30pm-5:20pm,CC NAPR,Th 4:30pm-5:20pm in CC NAPR,"{'Thursday': ('16:30', '17:20', 'CC NAPR')}"
24715,AMST,131D,03,Discussion Section,Th 5.00-5.50 WLH 013,Th 5:00pm-5:50pm,WLH 013,Th 5:00pm-5:50pm in WLH 013,"{'Thursday': ('17:00', '17:50', 'WLH 013')}"
24717,AMST,131D,04,Discussion Section,Th 7.00-7.50p WLH 209,Th 7:00pm-7:50pm,WLH 209,Th 7:00pm-7:50pm in WLH 209,"{'Thursday': ('19:00', '19:50', 'WLH 209')}"
24661,AMST,191D,01,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
24663,AMST,191D,02,Discussion Section,W 4.00-4.50 WLH 013,W 4:00pm-4:50pm,WLH 013,W 4:00pm-4:50pm in WLH 013,"{'Wednesday': ('16:00', '16:50', 'WLH 013')}"
24665,AMST,191D,03,Discussion Section,W 7.00-7.50p HGS 221,W 7:00pm-7:50pm,HGS 221,W 7:00pm-7:50pm in HGS 221,"{'Wednesday': ('19:00', '19:50', 'HGS 221')}"
24667,AMST,191D,04,Discussion Section,T 4.00-4.50 WLH 013,T 4:00pm-4:50pm,WLH 013,T 4:00pm-4:50pm in WLH 013,"{'Tuesday': ('16:00', '16:50', 'WLH 013')}"
24669,AMST,191D,05,Discussion Section,Th 2.30-3.20 YK220 003,Th 2:30pm-3:20pm,YK220 003,Th 2:30pm-3:20pm in YK220 003,"{'Thursday': ('14:30', '15:20', 'YK220 003')}"
24671,AMST,191D,06,Discussion Section,M 1.30-2.20,M 1:30pm-2:20pm,,M 1:30pm-2:20pm,"{'Monday': ('13:30', '14:20', '')}"
24673,AMST,191D,07,Discussion Section,Th 1.30-2.20 YK220 003,Th 1:30pm-2:20pm,YK220 003,Th 1:30pm-2:20pm in YK220 003,"{'Thursday': ('13:30', '14:20', 'YK220 003')}"
24675,AMST,191D,08,Discussion Section,Th 7.00-7.50p HGS 302,Th 7:00pm-7:50pm,HGS 302,Th 7:00pm-7:50pm in HGS 302,"{'Thursday': ('19:00', '19:50', 'HGS 302')}"
24677,AMST,191D,09,Discussion Section,Th 3.30-4.20 WLH 209,Th 3:30pm-4:20pm,WLH 209,Th 3:30pm-4:20pm in WLH 209,"{'Thursday': ('15:30', '16:20', 'WLH 209')}"
24679,AMST,191D,10,Discussion Section,F 10.30-11.20 WLH 209,F 10:30am-11:20am,WLH 209,F 10:30am-11:20am in WLH 209,"{'Friday': ('10:30', '11:20', 'WLH 209')}"
24681,AMST,191D,11,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
24923,AMST,193D,01,Discussion Section,W 3.30-4.20 YK220 002,W 3:30pm-4:20pm,YK220 002,W 3:30pm-4:20pm in YK220 002,"{'Wednesday': ('15:30', '16:20', 'YK220 002')}"
24925,AMST,193D,02,Discussion Section,W 4.30-5.20 YK220 002,W 4:30pm-5:20pm,YK220 002,W 4:30pm-5:20pm in YK220 002,"{'Wednesday': ('16:30', '17:20', 'YK220 002')}"
24927,AMST,193D,03,Discussion Section,W 7.00-7.50p HGS 117,W 7:00pm-7:50pm,HGS 117,W 7:00pm-7:50pm in HGS 117,"{'Wednesday': ('19:00', '19:50', 'HGS 117')}"
24929,AMST,193D,04,Discussion Section,W 8.00-8.50p HGS 117,W 8:00pm-8:50pm,HGS 117,W 8:00pm-8:50pm in HGS 117,"{'Wednesday': ('20:00', '20:50', 'HGS 117')}"
24931,AMST,193D,05,Discussion Section,Th 4.00-4.50 YK220 003,Th 4:00pm-4:50pm,YK220 003,Th 4:00pm-4:50pm in YK220 003,"{'Thursday': ('16:00', '16:50', 'YK220 003')}"
24933,AMST,193D,06,Discussion Section,Th 5.00-5.50 YK220 003,Th 5:00pm-5:50pm,YK220 003,Th 5:00pm-5:50pm in YK220 003,"{'Thursday': ('17:00', '17:50', 'YK220 003')}"
24935,AMST,193D,07,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
24937,AMST,193D,08,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
25215,AMST,194D,01,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25218,AMST,194D,02,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25832,AMST,194D,03,Discussion Section,W 4.00-4.50 HGS 220B,W 4:00pm-4:50pm,HGS 220B,W 4:00pm-4:50pm in HGS 220B,"{'Wednesday': ('16:00', '16:50', 'HGS 220B')}"
25835,AMST,194D,04,Discussion Section,W 7.00-7.50p LORIA 360,W 7:00pm-7:50pm,LORIA 360,W 7:00pm-7:50pm in LORIA 360,"{'Wednesday': ('19:00', '19:50', 'LORIA 360')}"
24840,AMST,211D,01,Discussion Section,Th 4.00-4.50 WALL81 101,Th 4:00pm-4:50pm,WALL81 101,Th 4:00pm-4:50pm in WALL81 101,"{'Thursday': ('16:00', '16:50', 'WALL81 101')}"
24845,AMST,211D,02,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
24850,AMST,211D,03,Discussion Section,M 1.30-2.20 BASSLB L73,M 1:30pm-2:20pm,BASSLB L73,M 1:30pm-2:20pm in BASSLB L73,"{'Monday': ('13:30', '14:20', 'BASSLB L73')}"
24855,AMST,211D,04,Discussion Section,Th 3.30-4.20 CO493 106,Th 3:30pm-4:20pm,CO493 106,Th 3:30pm-4:20pm in CO493 106,"{'Thursday': ('15:30', '16:20', 'CO493 106')}"
25727,AMST,211D,05,Discussion Section,W 1.30-2.20 YK220 002,W 1:30pm-2:20pm,YK220 002,W 1:30pm-2:20pm in YK220 002,"{'Wednesday': ('13:30', '14:20', 'YK220 002')}"
25732,AMST,211D,06,Discussion Section,Th 5.00-5.50 WLH 002,Th 5:00pm-5:50pm,WLH 002,Th 5:00pm-5:50pm in WLH 002,"{'Thursday': ('17:00', '17:50', 'WLH 002')}"
25737,AMST,211D,07,Discussion Section,Th 1.30-2.20 WALL81 401,Th 1:30pm-2:20pm,WALL81 401,Th 1:30pm-2:20pm in WALL81 401,"{'Thursday': ('13:30', '14:20', 'WALL81 401')}"
25742,AMST,211D,08,Discussion Section,F 10.30-11.20 BM 013,F 10:30am-11:20am,BM 013,F 10:30am-11:20am in BM 013,"{'Friday': ('10:30', '11:20', 'BM 013')}"
25712,AMST,211D,09,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
25717,AMST,211D,10,Discussion Section,W 4.00-4.50 WALL81 401,W 4:00pm-4:50pm,WALL81 401,W 4:00pm-4:50pm in WALL81 401,"{'Wednesday': ('16:00', '16:50', 'WALL81 401')}"
25747,AMST,211D,11,Discussion Section,M 5.00-5.50 BASSLB L73,M 5:00pm-5:50pm,BASSLB L73,M 5:00pm-5:50pm in BASSLB L73,"{'Monday': ('17:00', '17:50', 'BASSLB L73')}"
25722,AMST,211D,12,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25800,AMST,211D,13,Discussion Section,T 10.30-11.20 BM 013,T 10:30am-11:20am,BM 013,T 10:30am-11:20am in BM 013,"{'Tuesday': ('10:30', '11:20', 'BM 013')}"
25805,AMST,211D,14,Discussion Section,Th 5.00-5.50 BASSLB L70,Th 5:00pm-5:50pm,BASSLB L70,Th 5:00pm-5:50pm in BASSLB L70,"{'Thursday': ('17:00', '17:50', 'BASSLB L70')}"
25826,AMST,211D,15,Discussion Section,Th 7.00-7.50p DL 102,Th 7:00pm-7:50pm,DL 102,Th 7:00pm-7:50pm in DL 102,"{'Thursday': ('19:00', '19:50', 'DL 102')}"
25860,AMST,211D,16,Discussion Section,T 1.30-2.20 YK220 001,T 1:30pm-2:20pm,YK220 001,T 1:30pm-2:20pm in YK220 001,"{'Tuesday': ('13:30', '14:20', 'YK220 001')}"
25845,AMST,211D,17,Discussion Section,,,,,{}
25850,AMST,211D,18,Discussion Section,,,,,{}
25855,AMST,211D,19,Discussion Section,,,,,{}
23189,AMTH,160D,01,Enrollment Purposes Only,,,,,{}
24188,ARCG,110D,01,Discussion Section,Th 2.30-3.20 YUAG,Th 2:30pm-3:20pm,YUAG,Th 2:30pm-3:20pm in YUAG,"{'Thursday': ('14:30', '15:20', 'YUAG')}"
24190,ARCG,110D,02,Discussion Section,F 10.30-11.20 YUAG,F 10:30am-11:20am,YUAG,F 10:30am-11:20am in YUAG,"{'Friday': ('10:30', '11:20', 'YUAG')}"
24192,ARCG,110D,03,Discussion Section,F 11.35-12.25 YUAG,F 11:35am-12:25am,YUAG,F 11:35am-12:25am in YUAG,"{'Friday': ('11:35', '12:25', 'YUAG')}"
25342,ARCG,110D,04,Discussion Section,F 1.30-2.20 YUAG,F 1:30pm-2:20pm,YUAG,F 1:30pm-2:20pm in YUAG,"{'Friday': ('13:30', '14:20', 'YUAG')}"
25548,ARCG,110D,05,Discussion Section,Th 3.30-4.20 YUAG,Th 3:30pm-4:20pm,YUAG,Th 3:30pm-4:20pm in YUAG,"{'Thursday': ('15:30', '16:20', 'YUAG')}"
24814,ARCG,223D,01,Discussion Section,M 9.25-10.15 BASSLB L73,M 9:25am-10:15am,BASSLB L73,M 9:25am-10:15am in BASSLB L73,"{'Monday': ('9:25', '10:15', 'BASSLB L73')}"
24817,ARCG,223D,02,Discussion Section,F 10.30-11.20 CC NAPR,F 10:30am-11:20am,CC NAPR,F 10:30am-11:20am in CC NAPR,"{'Friday': ('10:30', '11:20', 'CC NAPR')}"
25570,BENG,249D,01,Discussion Section,M 7.00-7.50p WLH 204,M 7:00pm-7:50pm,WLH 204,M 7:00pm-7:50pm in WLH 204,"{'Monday': ('19:00', '19:50', 'WLH 204')}"
25571,BENG,249D,02,Discussion Section,T 7.00-7.50p ML 104,T 7:00pm-7:50pm,ML 104,T 7:00pm-7:50pm in ML 104,"{'Tuesday': ('19:00', '19:50', 'ML 104')}"
25034,BENG,251D,01,Discussion Section,M 7.00-7.50p WLH 011,M 7:00pm-7:50pm,WLH 011,M 7:00pm-7:50pm in WLH 011,"{'Monday': ('19:00', '19:50', 'WLH 011')}"
25036,BENG,251D,02,Discussion Section,M 8.00-8.50p WLH 011,M 8:00pm-8:50pm,WLH 011,M 8:00pm-8:50pm in WLH 011,"{'Monday': ('20:00', '20:50', 'WLH 011')}"
25071,BIOL,101D,01,Discussion Section,W 7.00-7.50p OML 201,W 7:00pm-7:50pm,OML 201,W 7:00pm-7:50pm in OML 201,"{'Wednesday': ('19:00', '19:50', 'OML 201')}"
25072,BIOL,101D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25073,BIOL,101D,03,Discussion Section,Th 10.30-11.20 KBT 1202,Th 10:30am-11:20am,KBT 1202,Th 10:30am-11:20am in KBT 1202,"{'Thursday': ('10:30', '11:20', 'KBT 1202')}"
25074,BIOL,101D,04,Discussion Section,Th 7.00-7.50p OML 201,Th 7:00pm-7:50pm,OML 201,Th 7:00pm-7:50pm in OML 201,"{'Thursday': ('19:00', '19:50', 'OML 201')}"
25075,BIOL,101D,05,Discussion Section,Th 7.00-7.50p KBT 1214,Th 7:00pm-7:50pm,KBT 1214,Th 7:00pm-7:50pm in KBT 1214,"{'Thursday': ('19:00', '19:50', 'KBT 1214')}"
25076,BIOL,101D,06,Discussion Section,F 11.35-12.25 WLH 007,F 11:35am-12:25am,WLH 007,F 11:35am-12:25am in WLH 007,"{'Friday': ('11:35', '12:25', 'WLH 007')}"
25077,BIOL,101D,07,Discussion Section,F 11.35-12.25 HLH17 113,F 11:35am-12:25am,HLH17 113,F 11:35am-12:25am in HLH17 113,"{'Friday': ('11:35', '12:25', 'HLH17 113')}"
25078,BIOL,101D,08,Discussion Section,F 11.35-12.25 WLH 203,F 11:35am-12:25am,WLH 203,F 11:35am-12:25am in WLH 203,"{'Friday': ('11:35', '12:25', 'WLH 203')}"
25079,BIOL,101D,09,Discussion Section,F 11.35-12.25 CO493 106,F 11:35am-12:25am,CO493 106,F 11:35am-12:25am in CO493 106,"{'Friday': ('11:35', '12:25', 'CO493 106')}"
25272,BIOL,101D,10,Discussion Section,W 7.00-7.50p WLH 203,W 7:00pm-7:50pm,WLH 203,W 7:00pm-7:50pm in WLH 203,"{'Wednesday': ('19:00', '19:50', 'WLH 203')}"
25087,BIOL,102D,01,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25088,BIOL,102D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25089,BIOL,102D,03,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25090,BIOL,102D,04,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25091,BIOL,102D,05,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25092,BIOL,102D,06,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25093,BIOL,102D,07,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25220,BIOL,102D,08,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25221,BIOL,102D,09,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25276,BIOL,102D,10,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25080,BIOL,103D,01,Discussion Section,W 7.00-7.50p KBT 1202,W 7:00pm-7:50pm,KBT 1202,W 7:00pm-7:50pm in KBT 1202,"{'Wednesday': ('19:00', '19:50', 'KBT 1202')}"
25081,BIOL,103D,02,Discussion Section,W 7.00-7.50p KBT 1214,W 7:00pm-7:50pm,KBT 1214,W 7:00pm-7:50pm in KBT 1214,"{'Wednesday': ('19:00', '19:50', 'KBT 1214')}"
25082,BIOL,103D,03,Discussion Section,Th 10.30-11.20 KBT 1214,Th 10:30am-11:20am,KBT 1214,Th 10:30am-11:20am in KBT 1214,"{'Thursday': ('10:30', '11:20', 'KBT 1214')}"
25083,BIOL,103D,04,Discussion Section,Th 10.30-11.20 OML 201,Th 10:30am-11:20am,OML 201,Th 10:30am-11:20am in OML 201,"{'Thursday': ('10:30', '11:20', 'OML 201')}"
25084,BIOL,103D,05,Discussion Section,Th 7.00-7.50p KBT 1202,Th 7:00pm-7:50pm,KBT 1202,Th 7:00pm-7:50pm in KBT 1202,"{'Thursday': ('19:00', '19:50', 'KBT 1202')}"
25085,BIOL,103D,06,Discussion Section,F 11.35-12.25 HLH17 03,F 11:35am-12:25am,HLH17 03,F 11:35am-12:25am in HLH17 03,"{'Friday': ('11:35', '12:25', 'HLH17 03')}"
25086,BIOL,103D,07,Discussion Section,F 11.35-12.25 WLH 120,F 11:35am-12:25am,WLH 120,F 11:35am-12:25am in WLH 120,"{'Friday': ('11:35', '12:25', 'WLH 120')}"
25255,BIOL,103D,08,Discussion Section,F 11.35-12.25 WLH 113,F 11:35am-12:25am,WLH 113,F 11:35am-12:25am in WLH 113,"{'Friday': ('11:35', '12:25', 'WLH 113')}"
24353,BIOL,104D,01,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
24354,BIOL,104D,02,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
24355,BIOL,104D,03,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
24356,BIOL,104D,04,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
24357,BIOL,104D,05,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
24358,BIOL,104D,06,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
24359,BIOL,104D,07,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
24360,BIOL,104D,08,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25236,CGSC,282D,01,Discussion Section,Th 9.25-10.15 PH 312,Th 9:25am-10:15am,PH 312,Th 9:25am-10:15am in PH 312,"{'Thursday': ('9:25', '10:15', 'PH 312')}"
25239,CGSC,282D,02,Discussion Section,Th 10.30-11.20 PH 312,Th 10:30am-11:20am,PH 312,Th 10:30am-11:20am in PH 312,"{'Thursday': ('10:30', '11:20', 'PH 312')}"
25242,CGSC,282D,03,Discussion Section,W 4.00-4.50 BASSLB L73,W 4:00pm-4:50pm,BASSLB L73,W 4:00pm-4:50pm in BASSLB L73,"{'Wednesday': ('16:00', '16:50', 'BASSLB L73')}"
25245,CGSC,282D,04,Discussion Section,W 5.00-5.50 BASSLB L73,W 5:00pm-5:50pm,BASSLB L73,W 5:00pm-5:50pm in BASSLB L73,"{'Wednesday': ('17:00', '17:50', 'BASSLB L73')}"
25248,CGSC,282D,05,Discussion Section,T 10.30-11.20 DL 102,T 10:30am-11:20am,DL 102,T 10:30am-11:20am in DL 102,"{'Tuesday': ('10:30', '11:20', 'DL 102')}"
25251,CGSC,282D,06,Discussion Section,T 4.00-4.50 LC 213,T 4:00pm-4:50pm,LC 213,T 4:00pm-4:50pm in LC 213,"{'Tuesday': ('16:00', '16:50', 'LC 213')}"
25762,CGSC,282D,07,Discussion Section,M 4.00-4.50 LC 213,M 4:00pm-4:50pm,LC 213,M 4:00pm-4:50pm in LC 213,"{'Monday': ('16:00', '16:50', 'LC 213')}"
25765,CGSC,282D,08,Discussion Section,M 5.00-5.50 LC 213,M 5:00pm-5:50pm,LC 213,M 5:00pm-5:50pm in LC 213,"{'Monday': ('17:00', '17:50', 'LC 213')}"
