section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
14509,AMST,141D,02,Discussion Section,M 7.00-7.50p WLH 011,M 7:00pm-7:50pm,WLH 011,M 7:00pm-7:50pm in WLH 011,"{'Monday': ('19:00', '19:50', 'WLH 011')}"
14909,AMST,160D,01,Discussion Section,T 4.00-4.50 WALL81 101,T 4:00pm-4:50pm,WALL81 101,T 4:00pm-4:50pm in WALL81 101,"{'Tuesday': ('16:00', '16:50', 'WALL81 101')}"
14913,AMST,160D,02,Discussion Section,,,,,{}
14917,AMST,160D,03,Discussion Section,W 3.30-4.20 WLH 112,W 3:30pm-4:20pm,WLH 112,W 3:30pm-4:20pm in WLH 112,"{'Wednesday': ('15:30', '16:20', 'WLH 112')}"
14921,AMST,160D,04,Discussion Section,Th 7.00-7.50p WLH 001,Th 7:00pm-7:50pm,WLH 001,Th 7:00pm-7:50pm in WLH 001,"{'Thursday': ('19:00', '19:50', 'WLH 001')}"
15991,AMST,160D,05,Discussion Section,T 3.30-4.20,T 3:30pm-4:20pm,,T 3:30pm-4:20pm,"{'Tuesday': ('15:30', '16:20', '')}"
14579,AMST,188D,01,Discussion Section,Th 7.00-7.50p HLH17 03,Th 7:00pm-7:50pm,HLH17 03,Th 7:00pm-7:50pm in HLH17 03,"{'Thursday': ('19:00', '19:50', 'HLH17 03')}"
14581,AMST,188D,02,Discussion Section,Th 8.00-8.50p HLH17 03,Th 8:00pm-8:50pm,HLH17 03,Th 8:00pm-8:50pm in HLH17 03,"{'Thursday': ('20:00', '20:50', 'HLH17 03')}"
14773,AMST,209D,01,Discussion Section,Th 7.00-7.50p WLH 011,Th 7:00pm-7:50pm,WLH 011,Th 7:00pm-7:50pm in WLH 011,"{'Thursday': ('19:00', '19:50', 'WLH 011')}"
14776,AMST,209D,02,Discussion Section,Th 3.30-4.20 WLH 003,Th 3:30pm-4:20pm,WLH 003,Th 3:30pm-4:20pm in WLH 003,"{'Thursday': ('15:30', '16:20', 'WLH 003')}"
14779,AMST,209D,03,Discussion Section,Th 4.30-5.20 WLH 003,Th 4:30pm-5:20pm,WLH 003,Th 4:30pm-5:20pm in WLH 003,"{'Thursday': ('16:30', '17:20', 'WLH 003')}"
14782,AMST,209D,04,Discussion Section,F 1.30-2.20 WLH 001,F 1:30pm-2:20pm,WLH 001,F 1:30pm-2:20pm in WLH 001,"{'Friday': ('13:30', '14:20', 'WLH 001')}"
14785,AMST,209D,05,Discussion Section,F 2.30-3.20 WLH 001,F 2:30pm-3:20pm,WLH 001,F 2:30pm-3:20pm in WLH 001,"{'Friday': ('14:30', '15:20', 'WLH 001')}"
14788,AMST,209D,06,Discussion Section,,,,,{}
15458,AMST,209D,07,Discussion Section,,,,,{}
15461,AMST,209D,08,Discussion Section,Th 2.30-3.20 HLH17 113,Th 2:30pm-3:20pm,HLH17 113,Th 2:30pm-3:20pm in HLH17 113,"{'Thursday': ('14:30', '15:20', 'HLH17 113')}"
15464,AMST,209D,09,Discussion Section,Th 3.30-4.20 HLH17 113,Th 3:30pm-4:20pm,HLH17 113,Th 3:30pm-4:20pm in HLH17 113,"{'Thursday': ('15:30', '16:20', 'HLH17 113')}"
15674,AMST,209D,10,Discussion Section,Th 3.30-4.20 YK220 100,Th 3:30pm-4:20pm,YK220 100,Th 3:30pm-4:20pm in YK220 100,"{'Thursday': ('15:30', '16:20', 'YK220 100')}"
15677,AMST,209D,11,Discussion Section,Th 4.30-5.20 YK220 100,Th 4:30pm-5:20pm,YK220 100,Th 4:30pm-5:20pm in YK220 100,"{'Thursday': ('16:30', '17:20', 'YK220 100')}"
15933,AMST,209D,12,Discussion Section,Th 5.00-5.50 RKZ 02,Th 5:00pm-5:50pm,RKZ 02,Th 5:00pm-5:50pm in RKZ 02,"{'Thursday': ('17:00', '17:50', 'RKZ 02')}"
15936,AMST,209D,13,Discussion Section,Th 7.00-7.50p RKZ 02,Th 7:00pm-7:50pm,RKZ 02,Th 7:00pm-7:50pm in RKZ 02,"{'Thursday': ('19:00', '19:50', 'RKZ 02')}"
14598,AMST,236D,01,Discussion Section,Th 7.00-7.50p LC 204,Th 7:00pm-7:50pm,LC 204,Th 7:00pm-7:50pm in LC 204,"{'Thursday': ('19:00', '19:50', 'LC 204')}"
14602,AMST,236D,02,Discussion Section,Th 1.30-2.20 BASSLB L70,Th 1:30pm-2:20pm,BASSLB L70,Th 1:30pm-2:20pm in BASSLB L70,"{'Thursday': ('13:30', '14:20', 'BASSLB L70')}"
14606,AMST,236D,03,Discussion Section,Th 7.00-7.50p LC 205,Th 7:00pm-7:50pm,LC 205,Th 7:00pm-7:50pm in LC 205,"{'Thursday': ('19:00', '19:50', 'LC 205')}"
14610,AMST,236D,04,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
14799,AMST,238D,01,Discussion Section,,,,,{}
14803,AMST,238D,02,Discussion Section,Th 3.30-4.20 WALL81 301,Th 3:30pm-4:20pm,WALL81 301,Th 3:30pm-4:20pm in WALL81 301,"{'Thursday': ('15:30', '16:20', 'WALL81 301')}"
14807,AMST,238D,03,Discussion Section,,,,,{}
14811,AMST,238D,04,Discussion Section,,,,,{}
14815,AMST,238D,05,Discussion Section,,,,,{}
14819,AMST,238D,06,Discussion Section,,,,,{}
15821,AMST,238D,07,Discussion Section,Th 4.30-5.20 YK220 003,Th 4:30pm-5:20pm,YK220 003,Th 4:30pm-5:20pm in YK220 003,"{'Thursday': ('16:30', '17:20', 'YK220 003')}"
15825,AMST,238D,08,Discussion Section,Th 2.30-3.20 YK220 001,Th 2:30pm-3:20pm,YK220 001,Th 2:30pm-3:20pm in YK220 001,"{'Thursday': ('14:30', '15:20', 'YK220 001')}"
15829,AMST,238D,09,Discussion Section,Th 4.00-4.50 YK220 002,Th 4:00pm-4:50pm,YK220 002,Th 4:00pm-4:50pm in YK220 002,"{'Thursday': ('16:00', '16:50', 'YK220 002')}"
15833,AMST,238D,10,Discussion Section,Th 7.00-7.50p YK220 002,Th 7:00pm-7:50pm,YK220 002,Th 7:00pm-7:50pm in YK220 002,"{'Thursday': ('19:00', '19:50', 'YK220 002')}"
15837,AMST,238D,11,Discussion Section,Th 8.00-8.50p YK220 002,Th 8:00pm-8:50pm,YK220 002,Th 8:00pm-8:50pm in YK220 002,"{'Thursday': ('20:00', '20:50', 'YK220 002')}"
14704,ANTH,116D,01,Discussion Section,M 4.00-4.50,M 4:00pm-4:50pm,,M 4:00pm-4:50pm,"{'Monday': ('16:00', '16:50', '')}"
14705,ANTH,116D,02,Discussion Section,M 1.30-2.20,M 1:30pm-2:20pm,,M 1:30pm-2:20pm,"{'Monday': ('13:30', '14:20', '')}"
15755,ANTH,116D,03,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
15756,ANTH,116D,04,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
14979,ANTH,211D,01,Discussion Section,,,,,{}
14982,ANTH,211D,02,Discussion Section,,,,,{}
14693,ANTH,269D,01,Discussion Section,,,,,{}
14694,ANTH,269D,02,Discussion Section,,,,,{}
14695,ANTH,300D,01,Discussion Section,T 10.30-11.20 HLH17 03,T 10:30am-11:20am,HLH17 03,T 10:30am-11:20am in HLH17 03,"{'Tuesday': ('10:30', '11:20', 'HLH17 03')}"
14698,ANTH,300D,02,Discussion Section,Th 10.30-11.20 WTS B74,Th 10:30am-11:20am,WTS B74,Th 10:30am-11:20am in WTS B74,"{'Thursday': ('10:30', '11:20', 'WTS B74')}"
14701,ANTH,300D,03,Discussion Section,T 10.30-11.20,T 10:30am-11:20am,,T 10:30am-11:20am,"{'Tuesday': ('10:30', '11:20', '')}"
15586,ANTH,300D,04,Discussion Section,,,,,{}
15864,ANTH,300D,05,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
15867,ANTH,300D,06,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
15870,ANTH,300D,07,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
14984,BENG,205D,01,Discussion Section,F 1.30-2.20 WLH 002,F 1:30pm-2:20pm,WLH 002,F 1:30pm-2:20pm in WLH 002,"{'Friday': ('13:30', '14:20', 'WLH 002')}"
15160,BENG,350D,01,Discussion Section,M 5.00-5.50,M 5:00pm-5:50pm,,M 5:00pm-5:50pm,"{'Monday': ('17:00', '17:50', '')}"
15162,BENG,350D,02,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
15164,BENG,350D,03,Discussion Section,M 8.00-8.50p,M 8:00pm-8:50pm,,M 8:00pm-8:50pm,"{'Monday': ('20:00', '20:50', '')}"
15166,BENG,350D,04,Discussion Section,T 7.00-7.50p,T 7:00pm-7:50pm,,T 7:00pm-7:50pm,"{'Tuesday': ('19:00', '19:50', '')}"
15168,BENG,350D,05,Discussion Section,T 7.00-7.50p,T 7:00pm-7:50pm,,T 7:00pm-7:50pm,"{'Tuesday': ('19:00', '19:50', '')}"
15170,BENG,350D,06,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
15172,BENG,355LD,01,Discussion Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
15173,BENG,355LD,02,Discussion Section,F 9.00-1.00,F 9:00am-1:00pm,,F 9:00am-1:00pm,"{'Friday': ('9:00', '13:00', '')}"
15174,BENG,355LD,03,Discussion Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
14398,BIOL,101D,01,Discussion Section,W 7.00-7.50p HLH17 03,W 7:00pm-7:50pm,HLH17 03,W 7:00pm-7:50pm in HLH17 03,"{'Wednesday': ('19:00', '19:50', 'HLH17 03')}"
14399,BIOL,101D,02,Discussion Section,W 7.00-7.50p WTS A39,W 7:00pm-7:50pm,WTS A39,W 7:00pm-7:50pm in WTS A39,"{'Wednesday': ('19:00', '19:50', 'WTS A39')}"
14400,BIOL,101D,03,Discussion Section,Th 10.30-11.20 HLH17 03,Th 10:30am-11:20am,HLH17 03,Th 10:30am-11:20am in HLH17 03,"{'Thursday': ('10:30', '11:20', 'HLH17 03')}"
14401,BIOL,101D,04,Discussion Section,Th 10.30-11.20 HLH17 113,Th 10:30am-11:20am,HLH17 113,Th 10:30am-11:20am in HLH17 113,"{'Thursday': ('10:30', '11:20', 'HLH17 113')}"
14402,BIOL,101D,05,Discussion Section,Th 7.00-7.50p WTS A35,Th 7:00pm-7:50pm,WTS A35,Th 7:00pm-7:50pm in WTS A35,"{'Thursday': ('19:00', '19:50', 'WTS A35')}"
14403,BIOL,101D,06,Discussion Section,Th 7.00-7.50p WTS A38,Th 7:00pm-7:50pm,WTS A38,Th 7:00pm-7:50pm in WTS A38,"{'Thursday': ('19:00', '19:50', 'WTS A38')}"
14404,BIOL,101D,07,Discussion Section,F 11.35-12.25 WTS A35,F 11:35am-12:25am,WTS A35,F 11:35am-12:25am in WTS A35,"{'Friday': ('11:35', '12:25', 'WTS A35')}"
14405,BIOL,101D,08,Discussion Section,F 11.35-12.25 WTS A46,F 11:35am-12:25am,WTS A46,F 11:35am-12:25am in WTS A46,"{'Friday': ('11:35', '12:25', 'WTS A46')}"
14406,BIOL,101D,09,Discussion Section,F 11.35-12.25 HLH17 03,F 11:35am-12:25am,HLH17 03,F 11:35am-12:25am in HLH17 03,"{'Friday': ('11:35', '12:25', 'HLH17 03')}"
14754,BIOL,101D,10,Discussion Section,W 5.00-5.50 WTS A35,W 5:00pm-5:50pm,WTS A35,W 5:00pm-5:50pm in WTS A35,"{'Wednesday': ('17:00', '17:50', 'WTS A35')}"
14977,BIOL,101D,11,Discussion Section,Th 7.00-7.50p WTS A42,Th 7:00pm-7:50pm,WTS A42,Th 7:00pm-7:50pm in WTS A42,"{'Thursday': ('19:00', '19:50', 'WTS A42')}"
14382,BIOL,102D,01,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
14383,BIOL,102D,02,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
14384,BIOL,102D,03,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
14385,BIOL,102D,04,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
14386,BIOL,102D,05,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
14387,BIOL,102D,06,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
14388,BIOL,102D,07,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
14389,BIOL,102D,08,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
14390,BIOL,102D,09,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
14753,BIOL,102D,10,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
14976,BIOL,102D,11,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
14391,BIOL,103D,01,Discussion Section,W 7.00-7.50p WTS A42,W 7:00pm-7:50pm,WTS A42,W 7:00pm-7:50pm in WTS A42,"{'Wednesday': ('19:00', '19:50', 'WTS A42')}"
14392,BIOL,103D,02,Discussion Section,W 7.00-7.50p WTS A68,W 7:00pm-7:50pm,WTS A68,W 7:00pm-7:50pm in WTS A68,"{'Wednesday': ('19:00', '19:50', 'WTS A68')}"
14393,BIOL,103D,03,Discussion Section,Th 10.30-11.20 WTS A46,Th 10:30am-11:20am,WTS A46,Th 10:30am-11:20am in WTS A46,"{'Thursday': ('10:30', '11:20', 'WTS A46')}"
14394,BIOL,103D,04,Discussion Section,Th 7.00-7.50p WTS A68,Th 7:00pm-7:50pm,WTS A68,Th 7:00pm-7:50pm in WTS A68,"{'Thursday': ('19:00', '19:50', 'WTS A68')}"
14395,BIOL,103D,05,Discussion Section,Th 7.00-7.50p WTS B30,Th 7:00pm-7:50pm,WTS B30,Th 7:00pm-7:50pm in WTS B30,"{'Thursday': ('19:00', '19:50', 'WTS B30')}"
14396,BIOL,103D,06,Discussion Section,F 11.35-12.25 WTS B31,F 11:35am-12:25am,WTS B31,F 11:35am-12:25am in WTS B31,"{'Friday': ('11:35', '12:25', 'WTS B31')}"
14397,BIOL,103D,07,Discussion Section,F 11.35-12.25 HLH17 113,F 11:35am-12:25am,HLH17 113,F 11:35am-12:25am in HLH17 113,"{'Friday': ('11:35', '12:25', 'HLH17 113')}"
