section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
22196,AFAM,186D,03,Writing Section,,,,,{}
22200,AFAM,186D,04,Non-writing (enrollment only),,,,,{}
22881,AFAM,186D,05,Discussion Section,F 11.35-12.25 WLH 003,F 11:35am-12:25am,WLH 003,F 11:35am-12:25am in WLH 003,"{'Friday': ('11:35', '12:25', 'WLH 003')}"
21174,AFAM,198D,01,Discussion Section,T 1.30-2.20 WTS B52,T 1:30pm-2:20pm,WTS B52,T 1:30pm-2:20pm in WTS B52,"{'Tuesday': ('13:30', '14:20', 'WTS B52')}"
21179,AFAM,198D,02,Discussion Section,W 3.30-4.20 WLH 211,W 3:30pm-4:20pm,WLH 211,W 3:30pm-4:20pm in WLH 211,"{'Wednesday': ('15:30', '16:20', 'WLH 211')}"
21184,AFAM,198D,03,Discussion Section,Th 9.25-10.15 LC 317,Th 9:25am-10:15am,LC 317,Th 9:25am-10:15am in LC 317,"{'Thursday': ('9:25', '10:15', 'LC 317')}"
21189,AFAM,198D,04,Discussion Section,Th 10.30-11.20 LC 317,Th 10:30am-11:20am,LC 317,Th 10:30am-11:20am in LC 317,"{'Thursday': ('10:30', '11:20', 'LC 317')}"
22223,AFST,208D,01,Discussion Section,Th 5.00-5.50 LORIA 358,Th 5:00pm-5:50pm,LORIA 358,Th 5:00pm-5:50pm in LORIA 358,"{'Thursday': ('17:00', '17:50', 'LORIA 358')}"
22226,AFST,208D,02,Discussion Section,,,,,{}
21569,AFST,335D,01,Discussion Section,W 7.00-7.50p LC 103,W 7:00pm-7:50pm,LC 103,W 7:00pm-7:50pm in LC 103,"{'Wednesday': ('19:00', '19:50', 'LC 103')}"
21572,AFST,335D,02,Discussion Section,W 8.00-8.50p LC 103,W 8:00pm-8:50pm,LC 103,W 8:00pm-8:50pm in LC 103,"{'Wednesday': ('20:00', '20:50', 'LC 103')}"
21575,AFST,335D,03,Discussion Section,Th 1.30-2.20 WTS B39,Th 1:30pm-2:20pm,WTS B39,Th 1:30pm-2:20pm in WTS B39,"{'Thursday': ('13:30', '14:20', 'WTS B39')}"
21578,AFST,335D,04,Discussion Section,Th 2.30-3.20 WLH 009,Th 2:30pm-3:20pm,WLH 009,Th 2:30pm-3:20pm in WLH 009,"{'Thursday': ('14:30', '15:20', 'WLH 009')}"
21581,AFST,335D,05,Discussion Section,Th 3.30-4.20 WTS A38,Th 3:30pm-4:20pm,WTS A38,Th 3:30pm-4:20pm in WTS A38,"{'Thursday': ('15:30', '16:20', 'WTS A38')}"
21584,AFST,335D,06,Discussion Section,Th 4.30-5.20 WALL81 101,Th 4:30pm-5:20pm,WALL81 101,Th 4:30pm-5:20pm in WALL81 101,"{'Thursday': ('16:30', '17:20', 'WALL81 101')}"
22702,AFST,335D,07,Discussion Section,W 7.00-7.50p LC 205,W 7:00pm-7:50pm,LC 205,W 7:00pm-7:50pm in LC 205,"{'Wednesday': ('19:00', '19:50', 'LC 205')}"
22026,AFST,340D,01,Discussion section,Th 2.30-3.20 WTS B51,Th 2:30pm-3:20pm,WTS B51,Th 2:30pm-3:20pm in WTS B51,"{'Thursday': ('14:30', '15:20', 'WTS B51')}"
22028,AFST,340D,02,Discussion section,Th 4.00-4.50 WALL81 301,Th 4:00pm-4:50pm,WALL81 301,Th 4:00pm-4:50pm in WALL81 301,"{'Thursday': ('16:00', '16:50', 'WALL81 301')}"
21706,AFST,381D,01,Discussion Section,W 1.30-2.20 LC 212,W 1:30pm-2:20pm,LC 212,W 1:30pm-2:20pm in LC 212,"{'Wednesday': ('13:30', '14:20', 'LC 212')}"
21708,AFST,381D,02,Discussion Section,W 5.00-5.50 BM 013,W 5:00pm-5:50pm,BM 013,W 5:00pm-5:50pm in BM 013,"{'Wednesday': ('17:00', '17:50', 'BM 013')}"
21710,AFST,381D,03,Discussion Section,Th 4.30-5.20 WHC B-02,Th 4:30pm-5:20pm,WHC B-02,Th 4:30pm-5:20pm in WHC B-02,"{'Thursday': ('16:30', '17:20', 'WHC B-02')}"
21712,AFST,381D,04,Discussion Section,,,,,{}
22443,AFST,381D,05,Discussion Section,W 7.00-7.50p WLH 011,W 7:00pm-7:50pm,WLH 011,W 7:00pm-7:50pm in WLH 011,"{'Wednesday': ('19:00', '19:50', 'WLH 011')}"
21759,AMST,162D,01,Discussion Section,,,,,{}
21762,AMST,162D,02,Discussion Section,,,,,{}
21765,AMST,162D,03,Discussion Section,,,,,{}
21768,AMST,162D,04,Discussion Section,,,,,{}
21771,AMST,162D,05,Discussion Section,,,,,{}
21717,AMST,162D,06,Discussion Section,,,,,{}
21720,AMST,162D,07,Discussion Section,,,,,{}
21723,AMST,162D,08,Discussion Section,,,,,{}
21726,AMST,162D,09,Discussion Section,,,,,{}
21729,AMST,162D,10,Discussion Section,,,,,{}
21732,AMST,162D,11,Discussion Section,,,,,{}
21735,AMST,162D,12,Discussion Section,,,,,{}
21738,AMST,162D,13,Discussion Section,,,,,{}
21741,AMST,162D,14,Discussion Section,,,,,{}
21744,AMST,162D,15,Discussion Section,,,,,{}
21747,AMST,162D,16,Discussion Section,T 3.30-4.20 WALL81 301,T 3:30pm-4:20pm,WALL81 301,T 3:30pm-4:20pm in WALL81 301,"{'Tuesday': ('15:30', '16:20', 'WALL81 301')}"
21750,AMST,162D,17,Discussion Section,W 11.35-12.25 BASSLB L73,W 11:35am-12:25am,BASSLB L73,W 11:35am-12:25am in BASSLB L73,"{'Wednesday': ('11:35', '12:25', 'BASSLB L73')}"
21753,AMST,162D,18,Discussion Section,Th 2.30-3.20 WHC B-03,Th 2:30pm-3:20pm,WHC B-03,Th 2:30pm-3:20pm in WHC B-03,"{'Thursday': ('14:30', '15:20', 'WHC B-03')}"
21756,AMST,162D,19,Discussion Section,Th 4.00-4.50 CO493 103,Th 4:00pm-4:50pm,CO493 103,Th 4:00pm-4:50pm in CO493 103,"{'Thursday': ('16:00', '16:50', 'CO493 103')}"
21125,AMST,197D,01,Discussion Section,T 10.30-11.20 LC 213,T 10:30am-11:20am,LC 213,T 10:30am-11:20am in LC 213,"{'Tuesday': ('10:30', '11:20', 'LC 213')}"
21129,AMST,197D,02,Discussion Section,T 5.00-5.50 LC 213,T 5:00pm-5:50pm,LC 213,T 5:00pm-5:50pm in LC 213,"{'Tuesday': ('17:00', '17:50', 'LC 213')}"
21133,AMST,197D,03,Discussion Section,T 7.00-7.50p LC 213,T 7:00pm-7:50pm,LC 213,T 7:00pm-7:50pm in LC 213,"{'Tuesday': ('19:00', '19:50', 'LC 213')}"
21137,AMST,197D,04,Discussion Section,W 10.30-11.20 LC 210,W 10:30am-11:20am,LC 210,W 10:30am-11:20am in LC 210,"{'Wednesday': ('10:30', '11:20', 'LC 210')}"
21141,AMST,197D,05,Discussion Section,W 5.00-5.50 LC 212,W 5:00pm-5:50pm,LC 212,W 5:00pm-5:50pm in LC 212,"{'Wednesday': ('17:00', '17:50', 'LC 212')}"
21145,AMST,197D,06,Discussion Section,W 7.00-7.50p LC 212,W 7:00pm-7:50pm,LC 212,W 7:00pm-7:50pm in LC 212,"{'Wednesday': ('19:00', '19:50', 'LC 212')}"
21149,AMST,197D,07,Discussion Section,F 11.35-12.25 LC 213,F 11:35am-12:25am,LC 213,F 11:35am-12:25am in LC 213,"{'Friday': ('11:35', '12:25', 'LC 213')}"
21153,AMST,197D,08,Discussion Section,F 2.30-3.20 LC 213,F 2:30pm-3:20pm,LC 213,F 2:30pm-3:20pm in LC 213,"{'Friday': ('14:30', '15:20', 'LC 213')}"
22212,AMST,197D,09,Discussion Section,T 5.00-5.50 LC 208,T 5:00pm-5:50pm,LC 208,T 5:00pm-5:50pm in LC 208,"{'Tuesday': ('17:00', '17:50', 'LC 208')}"
22430,AMST,197D,10,Discussion Section,T 7.00-7.50p LC 212,T 7:00pm-7:50pm,LC 212,T 7:00pm-7:50pm in LC 212,"{'Tuesday': ('19:00', '19:50', 'LC 212')}"
22434,AMST,197D,11,Discussion Section,W 5.00-5.50 LC 210,W 5:00pm-5:50pm,LC 210,W 5:00pm-5:50pm in LC 210,"{'Wednesday': ('17:00', '17:50', 'LC 210')}"
22438,AMST,197D,12,Discussion Section,W 7.00-7.50p LC 104,W 7:00pm-7:50pm,LC 104,W 7:00pm-7:50pm in LC 104,"{'Wednesday': ('19:00', '19:50', 'LC 104')}"
22810,AMST,197D,13,Discussion Section,T 10.30-11.20 LC 317,T 10:30am-11:20am,LC 317,T 10:30am-11:20am in LC 317,"{'Tuesday': ('10:30', '11:20', 'LC 317')}"
22814,AMST,197D,14,Discussion Section,T 5.00-5.50 LC 203,T 5:00pm-5:50pm,LC 203,T 5:00pm-5:50pm in LC 203,"{'Tuesday': ('17:00', '17:50', 'LC 203')}"
22818,AMST,197D,15,Discussion Section,T 7.00-7.50p YK220 002,T 7:00pm-7:50pm,YK220 002,T 7:00pm-7:50pm in YK220 002,"{'Tuesday': ('19:00', '19:50', 'YK220 002')}"
22822,AMST,197D,16,Discussion Section,W 10.30-11.20 LC 209,W 10:30am-11:20am,LC 209,W 10:30am-11:20am in LC 209,"{'Wednesday': ('10:30', '11:20', 'LC 209')}"
22826,AMST,197D,17,Discussion Section,W 5.00-5.50 LC 203,W 5:00pm-5:50pm,LC 203,W 5:00pm-5:50pm in LC 203,"{'Wednesday': ('17:00', '17:50', 'LC 203')}"
21700,AMST,228D,01,Discussion Section,W 7.00-7.50p WLH 009,W 7:00pm-7:50pm,WLH 009,W 7:00pm-7:50pm in WLH 009,"{'Wednesday': ('19:00', '19:50', 'WLH 009')}"
21703,AMST,228D,02,Discussion Section,Th 1.30-2.20 LC 203,Th 1:30pm-2:20pm,LC 203,Th 1:30pm-2:20pm in LC 203,"{'Thursday': ('13:30', '14:20', 'LC 203')}"
22216,AMST,228D,03,Discussion Section,W 3.30-4.20 CO493 106,W 3:30pm-4:20pm,CO493 106,W 3:30pm-4:20pm in CO493 106,"{'Wednesday': ('15:30', '16:20', 'CO493 106')}"
22219,AMST,228D,04,Discussion Section,Th 7.00-7.50p LC 203,Th 7:00pm-7:50pm,LC 203,Th 7:00pm-7:50pm in LC 203,"{'Thursday': ('19:00', '19:50', 'LC 203')}"
22663,AMST,228D,05,Discussion Section,,,,,{}
22666,AMST,228D,06,Discussion Section,F 10.30-11.20 LC 204,F 10:30am-11:20am,LC 204,F 10:30am-11:20am in LC 204,"{'Friday': ('10:30', '11:20', 'LC 204')}"
22717,AMST,228D,07,Discussion Section,W 4.30-5.20 WTS A42,W 4:30pm-5:20pm,WTS A42,W 4:30pm-5:20pm in WTS A42,"{'Wednesday': ('16:30', '17:20', 'WTS A42')}"
22720,AMST,228D,08,Discussion Section,W 7.00-7.50p WLH 203,W 7:00pm-7:50pm,WLH 203,W 7:00pm-7:50pm in WLH 203,"{'Wednesday': ('19:00', '19:50', 'WLH 203')}"
21833,AMST,255D,01,Discussion Section,Th 5.00-5.50 WLH 011,Th 5:00pm-5:50pm,WLH 011,Th 5:00pm-5:50pm in WLH 011,"{'Thursday': ('17:00', '17:50', 'WLH 011')}"
21835,AMST,255D,02,Discussion Section,Th 7.00-7.50p LC 105,Th 7:00pm-7:50pm,LC 105,Th 7:00pm-7:50pm in LC 105,"{'Thursday': ('19:00', '19:50', 'LC 105')}"
22323,AMST,255D,03,Discussion Section,Th 1.30-2.20 LC 104,Th 1:30pm-2:20pm,LC 104,Th 1:30pm-2:20pm in LC 104,"{'Thursday': ('13:30', '14:20', 'LC 104')}"
22325,AMST,255D,04,Discussion Section,Th 2.30-3.20 LC 104,Th 2:30pm-3:20pm,LC 104,Th 2:30pm-3:20pm in LC 104,"{'Thursday': ('14:30', '15:20', 'LC 104')}"
22327,AMST,255D,05,Discussion Section,Th 3.30-4.20 LC 104,Th 3:30pm-4:20pm,LC 104,Th 3:30pm-4:20pm in LC 104,"{'Thursday': ('15:30', '16:20', 'LC 104')}"
22453,AMST,255D,06,Discussion Section,F 10.30-11.20 LC 105,F 10:30am-11:20am,LC 105,F 10:30am-11:20am in LC 105,"{'Friday': ('10:30', '11:20', 'LC 105')}"
22455,AMST,255D,07,Discussion Section,F 11.35-12.25 LC 212,F 11:35am-12:25am,LC 212,F 11:35am-12:25am in LC 212,"{'Friday': ('11:35', '12:25', 'LC 212')}"
22705,AMST,255D,08,Discussion Section,Th 7.00-7.50p LC 209,Th 7:00pm-7:50pm,LC 209,Th 7:00pm-7:50pm in LC 209,"{'Thursday': ('19:00', '19:50', 'LC 209')}"
22707,AMST,255D,09,Discussion Section,Th 8.00-8.50p LC 209,Th 8:00pm-8:50pm,LC 209,Th 8:00pm-8:50pm in LC 209,"{'Thursday': ('20:00', '20:50', 'LC 209')}"
22709,AMST,255D,10,Discussion Section,Th 7.00-7.50p WLH 202,Th 7:00pm-7:50pm,WLH 202,Th 7:00pm-7:50pm in WLH 202,"{'Thursday': ('19:00', '19:50', 'WLH 202')}"
22713,AMST,255D,11,Discussion Section,Th 1.30-2.20 WLH 204,Th 1:30pm-2:20pm,WLH 204,Th 1:30pm-2:20pm in WLH 204,"{'Thursday': ('13:30', '14:20', 'WLH 204')}"
22715,AMST,255D,12,Discussion Section,Th 2.30-3.20 WLH 204,Th 2:30pm-3:20pm,WLH 204,Th 2:30pm-3:20pm in WLH 204,"{'Thursday': ('14:30', '15:20', 'WLH 204')}"
22733,AMST,255D,13,Discussion Section,F 11.35-12.25 WLH 001,F 11:35am-12:25am,WLH 001,F 11:35am-12:25am in WLH 001,"{'Friday': ('11:35', '12:25', 'WLH 001')}"
22749,AMST,255D,14,Discussion Section,Th 5.00-5.50 WLH 009,Th 5:00pm-5:50pm,WLH 009,Th 5:00pm-5:50pm in WLH 009,"{'Thursday': ('17:00', '17:50', 'WLH 009')}"
22751,AMST,255D,15,Discussion Section,Th 7.00-7.50p YK220 100,Th 7:00pm-7:50pm,YK220 100,Th 7:00pm-7:50pm in YK220 100,"{'Thursday': ('19:00', '19:50', 'YK220 100')}"
22907,AMST,255D,16,Discussion Section,,,,,{}
21918,ANTH,110D,01,Discussion section,W 10.30-11.20 WTS A39,W 10:30am-11:20am,WTS A39,W 10:30am-11:20am in WTS A39,"{'Wednesday': ('10:30', '11:20', 'WTS A39')}"
21919,ANTH,110D,02,Discussion section,W 11.35-12.25 WTS A39,W 11:35am-12:25am,WTS A39,W 11:35am-12:25am in WTS A39,"{'Wednesday': ('11:35', '12:25', 'WTS A39')}"
21920,ANTH,110D,03,Discussion section,Th 3.30-4.20 WTS A39,Th 3:30pm-4:20pm,WTS A39,Th 3:30pm-4:20pm in WTS A39,"{'Thursday': ('15:30', '16:20', 'WTS A39')}"
21921,ANTH,110D,04,Discussion section,Th 5.00-5.50 WTS A39,Th 5:00pm-5:50pm,WTS A39,Th 5:00pm-5:50pm in WTS A39,"{'Thursday': ('17:00', '17:50', 'WTS A39')}"
21941,ANTH,242D,01,Discussion Section,T 10.30-11.20 HLH17 03,T 10:30am-11:20am,HLH17 03,T 10:30am-11:20am in HLH17 03,"{'Tuesday': ('10:30', '11:20', 'HLH17 03')}"
21942,ANTH,242D,02,Discussion Section,Th 10.30-11.20 SA10 105,Th 10:30am-11:20am,SA10 105,Th 10:30am-11:20am in SA10 105,"{'Thursday': ('10:30', '11:20', 'SA10 105')}"
21943,ANTH,242D,03,Discussion Section,M 4.00-4.50 SA10 10,M 4:00pm-4:50pm,SA10 10,M 4:00pm-4:50pm in SA10 10,"{'Monday': ('16:00', '16:50', 'SA10 10')}"
21944,ANTH,242D,04,Discussion Section,W 1.30-2.20 SA10 10,W 1:30pm-2:20pm,SA10 10,W 1:30pm-2:20pm in SA10 10,"{'Wednesday': ('13:30', '14:20', 'SA10 10')}"
21945,ANTH,242D,05,Discussion Section,M 5.00-5.50 SA10 10,M 5:00pm-5:50pm,SA10 10,M 5:00pm-5:50pm in SA10 10,"{'Monday': ('17:00', '17:50', 'SA10 10')}"
21946,ANTH,242D,06,Discussion Section,T 5.00-5.50 WTS A35,T 5:00pm-5:50pm,WTS A35,T 5:00pm-5:50pm in WTS A35,"{'Tuesday': ('17:00', '17:50', 'WTS A35')}"
21937,ANTH,399D,01,Discussion Section,,,,,{}
21938,ANTH,399D,02,Discussion Section,F 10.30-11.20 WTS A48,F 10:30am-11:20am,WTS A48,F 10:30am-11:20am in WTS A48,"{'Friday': ('10:30', '11:20', 'WTS A48')}"
21939,ANTH,399D,03,Discussion Section,F 11.35-12.25 WTS A38,F 11:35am-12:25am,WTS A38,F 11:35am-12:25am in WTS A38,"{'Friday': ('11:35', '12:25', 'WTS A38')}"
21940,ANTH,399D,04,Discussion Section,Th 4.00-4.50 WTS A32,Th 4:00pm-4:50pm,WTS A32,Th 4:00pm-4:50pm in WTS A32,"{'Thursday': ('16:00', '16:50', 'WTS A32')}"
22270,ARCG,110D,01,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
22272,ARCG,110D,02,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
22274,ARCG,110D,03,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
22276,ARCG,110D,04,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
22278,ARCG,110D,05,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
22280,ARCG,110D,06,Discussion Section,,,,,{}
21126,ARCH,280D,01,Discussion Section,T 10.30-11.20 LC 213,T 10:30am-11:20am,LC 213,T 10:30am-11:20am in LC 213,"{'Tuesday': ('10:30', '11:20', 'LC 213')}"
21130,ARCH,280D,02,Discussion Section,T 5.00-5.50 LC 213,T 5:00pm-5:50pm,LC 213,T 5:00pm-5:50pm in LC 213,"{'Tuesday': ('17:00', '17:50', 'LC 213')}"
21134,ARCH,280D,03,Discussion Section,T 7.00-7.50p LC 213,T 7:00pm-7:50pm,LC 213,T 7:00pm-7:50pm in LC 213,"{'Tuesday': ('19:00', '19:50', 'LC 213')}"
21138,ARCH,280D,04,Discussion Section,W 10.30-11.20 LC 210,W 10:30am-11:20am,LC 210,W 10:30am-11:20am in LC 210,"{'Wednesday': ('10:30', '11:20', 'LC 210')}"
21142,ARCH,280D,05,Discussion Section,W 5.00-5.50 LC 212,W 5:00pm-5:50pm,LC 212,W 5:00pm-5:50pm in LC 212,"{'Wednesday': ('17:00', '17:50', 'LC 212')}"
21146,ARCH,280D,06,Discussion Section,W 7.00-7.50p LC 212,W 7:00pm-7:50pm,LC 212,W 7:00pm-7:50pm in LC 212,"{'Wednesday': ('19:00', '19:50', 'LC 212')}"
21150,ARCH,280D,07,Discussion Section,F 11.35-12.25 LC 213,F 11:35am-12:25am,LC 213,F 11:35am-12:25am in LC 213,"{'Friday': ('11:35', '12:25', 'LC 213')}"
21154,ARCH,280D,08,Discussion Section,F 2.30-3.20 LC 213,F 2:30pm-3:20pm,LC 213,F 2:30pm-3:20pm in LC 213,"{'Friday': ('14:30', '15:20', 'LC 213')}"
22213,ARCH,280D,09,Discussion Section,T 5.00-5.50 LC 208,T 5:00pm-5:50pm,LC 208,T 5:00pm-5:50pm in LC 208,"{'Tuesday': ('17:00', '17:50', 'LC 208')}"
22431,ARCH,280D,10,Discussion Section,T 7.00-7.50p LC 212,T 7:00pm-7:50pm,LC 212,T 7:00pm-7:50pm in LC 212,"{'Tuesday': ('19:00', '19:50', 'LC 212')}"
22435,ARCH,280D,11,Discussion Section,W 5.00-5.50 LC 210,W 5:00pm-5:50pm,LC 210,W 5:00pm-5:50pm in LC 210,"{'Wednesday': ('17:00', '17:50', 'LC 210')}"
22439,ARCH,280D,12,Discussion Section,W 7.00-7.50p LC 104,W 7:00pm-7:50pm,LC 104,W 7:00pm-7:50pm in LC 104,"{'Wednesday': ('19:00', '19:50', 'LC 104')}"
22811,ARCH,280D,13,Discussion Section,T 10.30-11.20 LC 317,T 10:30am-11:20am,LC 317,T 10:30am-11:20am in LC 317,"{'Tuesday': ('10:30', '11:20', 'LC 317')}"
22815,ARCH,280D,14,Discussion Section,T 5.00-5.50 LC 203,T 5:00pm-5:50pm,LC 203,T 5:00pm-5:50pm in LC 203,"{'Tuesday': ('17:00', '17:50', 'LC 203')}"
22819,ARCH,280D,15,Discussion Section,T 7.00-7.50p YK220 002,T 7:00pm-7:50pm,YK220 002,T 7:00pm-7:50pm in YK220 002,"{'Tuesday': ('19:00', '19:50', 'YK220 002')}"
22823,ARCH,280D,16,Discussion Section,W 10.30-11.20 LC 209,W 10:30am-11:20am,LC 209,W 10:30am-11:20am in LC 209,"{'Wednesday': ('10:30', '11:20', 'LC 209')}"
22827,ARCH,280D,17,Discussion Section,W 5.00-5.50 LC 203,W 5:00pm-5:50pm,LC 203,W 5:00pm-5:50pm in LC 203,"{'Wednesday': ('17:00', '17:50', 'LC 203')}"
22260,ARCH,312D,01,Discussion Section,T 3.30-4.20 LORIA 358,T 3:30pm-4:20pm,LORIA 358,T 3:30pm-4:20pm in LORIA 358,"{'Tuesday': ('15:30', '16:20', 'LORIA 358')}"
22262,ARCH,312D,02,Discussion Section,W 10.30-11.20 LC 105,W 10:30am-11:20am,LC 105,W 10:30am-11:20am in LC 105,"{'Wednesday': ('10:30', '11:20', 'LC 105')}"
22264,ARCH,312D,03,Discussion Section,W 3.30-4.20 LORIA B51,W 3:30pm-4:20pm,LORIA B51,W 3:30pm-4:20pm in LORIA B51,"{'Wednesday': ('15:30', '16:20', 'LORIA B51')}"
