section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
25066,AFAM,215D,01,Discussion Section,W 11.35-12.25 LORIA 358,W 11:35am-12:25am,LORIA 358,W 11:35am-12:25am in LORIA 358,"{'Wednesday': ('11:35', '12:25', 'LORIA 358')}"
25068,AFAM,215D,02,Discussion Section,F 10.30-11.20 LORIA 360,F 10:30am-11:20am,LORIA 360,F 10:30am-11:20am in LORIA 360,"{'Friday': ('10:30', '11:20', 'LORIA 360')}"
24864,AFAM,325D,01,Discussion Section,W 1.30-2.20 HLH17 113,W 1:30pm-2:20pm,HLH17 113,W 1:30pm-2:20pm in HLH17 113,"{'Wednesday': ('13:30', '14:20', 'HLH17 113')}"
25805,AFAM,325D,02,Discussion Section,T 2.30-3.20 WLH 114,T 2:30pm-3:20pm,WLH 114,T 2:30pm-3:20pm in WLH 114,"{'Tuesday': ('14:30', '15:20', 'WLH 114')}"
25831,AFAM,325D,03,Discussion Section,M 9.25-10.15 WALL81 101,M 9:25am-10:15am,WALL81 101,M 9:25am-10:15am in WALL81 101,"{'Monday': ('9:25', '10:15', 'WALL81 101')}"
25833,AFAM,325D,04,Discussion Section,W 9.25-10.15 AKW 100,W 9:25am-10:15am,AKW 100,W 9:25am-10:15am in AKW 100,"{'Wednesday': ('9:25', '10:15', 'AKW 100')}"
25876,AFAM,325D,05,Discussion Section,Th 4.30-5.20 LC 103,Th 4:30pm-5:20pm,LC 103,Th 4:30pm-5:20pm in LC 103,"{'Thursday': ('16:30', '17:20', 'LC 103')}"
25878,AFAM,325D,06,Discussion Section,F 11.35-12.25 WLH 204,F 11:35am-12:25am,WLH 204,F 11:35am-12:25am in WLH 204,"{'Friday': ('11:35', '12:25', 'WLH 204')}"
25882,AFAM,325D,07,Discussion Section,M 7.00-7.50p BASSLB L70,M 7:00pm-7:50pm,BASSLB L70,M 7:00pm-7:50pm in BASSLB L70,"{'Monday': ('19:00', '19:50', 'BASSLB L70')}"
25884,AFAM,325D,08,Discussion Section,T 8.00-8.50p BASSLB L70,T 8:00pm-8:50pm,BASSLB L70,T 8:00pm-8:50pm in BASSLB L70,"{'Tuesday': ('20:00', '20:50', 'BASSLB L70')}"
24902,AFAM,403D,01,Discussion Section,T 3.30-4.20 ML 104,T 3:30pm-4:20pm,ML 104,T 3:30pm-4:20pm in ML 104,"{'Tuesday': ('15:30', '16:20', 'ML 104')}"
24905,AFAM,403D,02,Discussion Section,F 11.35-12.25 WALL81 301,F 11:35am-12:25am,WALL81 301,F 11:35am-12:25am in WALL81 301,"{'Friday': ('11:35', '12:25', 'WALL81 301')}"
25835,AFAM,403D,03,Discussion Section,Th 5.00-5.50 WLH 202,Th 5:00pm-5:50pm,WLH 202,Th 5:00pm-5:50pm in WLH 202,"{'Thursday': ('17:00', '17:50', 'WLH 202')}"
25838,AFAM,403D,04,Discussion Section,W 3.30-4.20 DL 102,W 3:30pm-4:20pm,DL 102,W 3:30pm-4:20pm in DL 102,"{'Wednesday': ('15:30', '16:20', 'DL 102')}"
24959,AFST,335D,01,Discussion Section,W 3.30-4.20 BASSLB L73,W 3:30pm-4:20pm,BASSLB L73,W 3:30pm-4:20pm in BASSLB L73,"{'Wednesday': ('15:30', '16:20', 'BASSLB L73')}"
24962,AFST,335D,02,Discussion Section,W 7.00-7.50p WLH 112,W 7:00pm-7:50pm,WLH 112,W 7:00pm-7:50pm in WLH 112,"{'Wednesday': ('19:00', '19:50', 'WLH 112')}"
24965,AFST,335D,03,Discussion Section,Th 3.30-4.20 BASSLB L70,Th 3:30pm-4:20pm,BASSLB L70,Th 3:30pm-4:20pm in BASSLB L70,"{'Thursday': ('15:30', '16:20', 'BASSLB L70')}"
24968,AFST,335D,04,Discussion Section,Th 7.00-7.50p HGS 220B,Th 7:00pm-7:50pm,HGS 220B,Th 7:00pm-7:50pm in HGS 220B,"{'Thursday': ('19:00', '19:50', 'HGS 220B')}"
25664,AFST,335D,05,Discussion Section,Th 4.30-5.20 WLH 204,Th 4:30pm-5:20pm,WLH 204,Th 4:30pm-5:20pm in WLH 204,"{'Thursday': ('16:30', '17:20', 'WLH 204')}"
25667,AFST,335D,06,Discussion Section,Th 9.25-10.15 WLH 210,Th 9:25am-10:15am,WLH 210,Th 9:25am-10:15am in WLH 210,"{'Thursday': ('9:25', '10:15', 'WLH 210')}"
25904,AFST,335D,07,Discussion Section,W 3.30-4.20 LORIA B50,W 3:30pm-4:20pm,LORIA B50,W 3:30pm-4:20pm in LORIA B50,"{'Wednesday': ('15:30', '16:20', 'LORIA B50')}"
25907,AFST,335D,08,Discussion Section,W 7.00-7.50p LORIA 358,W 7:00pm-7:50pm,LORIA 358,W 7:00pm-7:50pm in LORIA 358,"{'Wednesday': ('19:00', '19:50', 'LORIA 358')}"
25227,AFST,340D,01,Discussion section,Th 4.00-4.50 WLH 011,Th 4:00pm-4:50pm,WLH 011,Th 4:00pm-4:50pm in WLH 011,"{'Thursday': ('16:00', '16:50', 'WLH 011')}"
25229,AFST,340D,02,Discussion section,Th 7.00-7.50p LC 203,Th 7:00pm-7:50pm,LC 203,Th 7:00pm-7:50pm in LC 203,"{'Thursday': ('19:00', '19:50', 'LC 203')}"
24935,AMST,125D,01,Discussion Section,W 3.30-4.20 AKW 100,W 3:30pm-4:20pm,AKW 100,W 3:30pm-4:20pm in AKW 100,"{'Wednesday': ('15:30', '16:20', 'AKW 100')}"
24938,AMST,125D,02,Discussion Section,W 5.00-5.50 WLH 007,W 5:00pm-5:50pm,WLH 007,W 5:00pm-5:50pm in WLH 007,"{'Wednesday': ('17:00', '17:50', 'WLH 007')}"
24929,AMST,125D,03,Discussion Section,Th 10.30-11.20 WALL81 101,Th 10:30am-11:20am,WALL81 101,Th 10:30am-11:20am in WALL81 101,"{'Thursday': ('10:30', '11:20', 'WALL81 101')}"
24932,AMST,125D,04,Discussion Section,Th 1.30-2.20 WALL81 101,Th 1:30pm-2:20pm,WALL81 101,Th 1:30pm-2:20pm in WALL81 101,"{'Thursday': ('13:30', '14:20', 'WALL81 101')}"
24957,AMST,234D,01,Discussion Section,Th 3.30-4.20 YK220 003,Th 3:30pm-4:20pm,YK220 003,Th 3:30pm-4:20pm in YK220 003,"{'Thursday': ('15:30', '16:20', 'YK220 003')}"
25573,AMST,234D,02,Discussion Section,Th 4.30-5.20 YK220 003,Th 4:30pm-5:20pm,YK220 003,Th 4:30pm-5:20pm in YK220 003,"{'Thursday': ('16:30', '17:20', 'YK220 003')}"
25823,AMST,234D,03,Discussion Section,W 4.30-5.20 WLH 202,W 4:30pm-5:20pm,WLH 202,W 4:30pm-5:20pm in WLH 202,"{'Wednesday': ('16:30', '17:20', 'WLH 202')}"
25826,AMST,234D,04,Discussion Section,F 9.25-10.15 AKW 100,F 9:25am-10:15am,AKW 100,F 9:25am-10:15am in AKW 100,"{'Friday': ('9:25', '10:15', 'AKW 100')}"
24878,AMST,271D,01,Discussion Section,W 3.30-4.20 YK212 004A,W 3:30pm-4:20pm,YK212 004A,W 3:30pm-4:20pm in YK212 004A,"{'Wednesday': ('15:30', '16:20', 'YK212 004A')}"
24881,AMST,271D,02,Discussion Section,W 5.00-5.50 HGS 221,W 5:00pm-5:50pm,HGS 221,W 5:00pm-5:50pm in HGS 221,"{'Wednesday': ('17:00', '17:50', 'HGS 221')}"
24884,AMST,271D,03,Discussion Section,Th 1.30-2.20 HGS 220B,Th 1:30pm-2:20pm,HGS 220B,Th 1:30pm-2:20pm in HGS 220B,"{'Thursday': ('13:30', '14:20', 'HGS 220B')}"
24887,AMST,271D,04,Discussion Section,Th 2.30-3.20 WLH 113,Th 2:30pm-3:20pm,WLH 113,Th 2:30pm-3:20pm in WLH 113,"{'Thursday': ('14:30', '15:20', 'WLH 113')}"
24890,AMST,271D,05,Discussion Section,Th 3.30-4.20 AKW 100,Th 3:30pm-4:20pm,AKW 100,Th 3:30pm-4:20pm in AKW 100,"{'Thursday': ('15:30', '16:20', 'AKW 100')}"
24893,AMST,271D,06,Discussion Section,Th 4.30-5.20 BASSLB L70,Th 4:30pm-5:20pm,BASSLB L70,Th 4:30pm-5:20pm in BASSLB L70,"{'Thursday': ('16:30', '17:20', 'BASSLB L70')}"
24896,AMST,271D,07,Discussion Section,Th 5.00-5.50 BASSLB L73,Th 5:00pm-5:50pm,BASSLB L73,Th 5:00pm-5:50pm in BASSLB L73,"{'Thursday': ('17:00', '17:50', 'BASSLB L73')}"
24899,AMST,271D,08,Discussion Section,Th 7.00-7.50p HGS 221,Th 7:00pm-7:50pm,HGS 221,Th 7:00pm-7:50pm in HGS 221,"{'Thursday': ('19:00', '19:50', 'HGS 221')}"
25586,AMST,271D,09,Discussion Section,Th 2.30-3.20 YK220 003,Th 2:30pm-3:20pm,YK220 003,Th 2:30pm-3:20pm in YK220 003,"{'Thursday': ('14:30', '15:20', 'YK220 003')}"
25589,AMST,271D,10,Discussion Section,F 10.30-11.20 AKW 100,F 10:30am-11:20am,AKW 100,F 10:30am-11:20am in AKW 100,"{'Friday': ('10:30', '11:20', 'AKW 100')}"
24797,AMST,272D,01,Discussion Section,W 4.30-5.20 BASSLB L70,W 4:30pm-5:20pm,BASSLB L70,W 4:30pm-5:20pm in BASSLB L70,"{'Wednesday': ('16:30', '17:20', 'BASSLB L70')}"
24801,AMST,272D,02,Discussion Section,W 8.00-8.50p,W 8:00pm-8:50pm,,W 8:00pm-8:50pm,"{'Wednesday': ('20:00', '20:50', '')}"
24805,AMST,272D,03,Discussion Section,W 3.30-4.20 HLH17 03,W 3:30pm-4:20pm,HLH17 03,W 3:30pm-4:20pm in HLH17 03,"{'Wednesday': ('15:30', '16:20', 'HLH17 03')}"
24809,AMST,272D,04,Discussion Section,W 7.00-7.50p HGS 117,W 7:00pm-7:50pm,HGS 117,W 7:00pm-7:50pm in HGS 117,"{'Wednesday': ('19:00', '19:50', 'HGS 117')}"
24813,AMST,272D,05,Discussion Section,Th 7.00-7.50p HGS 301,Th 7:00pm-7:50pm,HGS 301,Th 7:00pm-7:50pm in HGS 301,"{'Thursday': ('19:00', '19:50', 'HGS 301')}"
24817,AMST,272D,06,Discussion Section,Th 4.30-5.20 HGS 220B,Th 4:30pm-5:20pm,HGS 220B,Th 4:30pm-5:20pm in HGS 220B,"{'Thursday': ('16:30', '17:20', 'HGS 220B')}"
25976,AMST,272D,07,Discussion Section,W 7.00-7.50p HGS 221,W 7:00pm-7:50pm,HGS 221,W 7:00pm-7:50pm in HGS 221,"{'Wednesday': ('19:00', '19:50', 'HGS 221')}"
25238,AMST,284D,01,Discussion Section,W 4.00-4.50 LORIA 360,W 4:00pm-4:50pm,LORIA 360,W 4:00pm-4:50pm in LORIA 360,"{'Wednesday': ('16:00', '16:50', 'LORIA 360')}"
25240,AMST,284D,02,Discussion Section,Th 1.30-2.20 HGS 302,Th 1:30pm-2:20pm,HGS 302,Th 1:30pm-2:20pm in HGS 302,"{'Thursday': ('13:30', '14:20', 'HGS 302')}"
25242,AMST,284D,03,Discussion Section,W 4.00-4.50 YK212 004,W 4:00pm-4:50pm,YK212 004,W 4:00pm-4:50pm in YK212 004,"{'Wednesday': ('16:00', '16:50', 'YK212 004')}"
25244,AMST,284D,04,Discussion Section,W 7.00-7.50p BASSLB L70,W 7:00pm-7:50pm,BASSLB L70,W 7:00pm-7:50pm in BASSLB L70,"{'Wednesday': ('19:00', '19:50', 'BASSLB L70')}"
25246,AMST,284D,05,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25248,AMST,284D,06,Discussion Section,Th 4.00-4.50 ML 104,Th 4:00pm-4:50pm,ML 104,Th 4:00pm-4:50pm in ML 104,"{'Thursday': ('16:00', '16:50', 'ML 104')}"
25250,AMST,284D,07,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25252,AMST,284D,08,Discussion Section,Th 4.00-4.50 LC 203,Th 4:00pm-4:50pm,LC 203,Th 4:00pm-4:50pm in LC 203,"{'Thursday': ('16:00', '16:50', 'LC 203')}"
24903,AMST,386D,01,Discussion Section,T 3.30-4.20 ML 104,T 3:30pm-4:20pm,ML 104,T 3:30pm-4:20pm in ML 104,"{'Tuesday': ('15:30', '16:20', 'ML 104')}"
24906,AMST,386D,02,Discussion Section,F 11.35-12.25 WALL81 301,F 11:35am-12:25am,WALL81 301,F 11:35am-12:25am in WALL81 301,"{'Friday': ('11:35', '12:25', 'WALL81 301')}"
25836,AMST,386D,03,Discussion Section,Th 5.00-5.50 WLH 202,Th 5:00pm-5:50pm,WLH 202,Th 5:00pm-5:50pm in WLH 202,"{'Thursday': ('17:00', '17:50', 'WLH 202')}"
25839,AMST,386D,04,Discussion Section,W 3.30-4.20 DL 102,W 3:30pm-4:20pm,DL 102,W 3:30pm-4:20pm in DL 102,"{'Wednesday': ('15:30', '16:20', 'DL 102')}"
24974,ANTH,242D,01,Discussion Section,T 2.30-3.20 WTS A38,T 2:30pm-3:20pm,WTS A38,T 2:30pm-3:20pm in WTS A38,"{'Tuesday': ('14:30', '15:20', 'WTS A38')}"
24975,ANTH,242D,02,Discussion Section,Th 2.30-3.20 WTS A38,Th 2:30pm-3:20pm,WTS A38,Th 2:30pm-3:20pm in WTS A38,"{'Thursday': ('14:30', '15:20', 'WTS A38')}"
24976,ANTH,242D,03,Discussion Section,T 4.00-4.50 WTS A46,T 4:00pm-4:50pm,WTS A46,T 4:00pm-4:50pm in WTS A46,"{'Tuesday': ('16:00', '16:50', 'WTS A46')}"
24971,ANTH,242D,04,Discussion Section,Th 4.00-4.50 WTS A46,Th 4:00pm-4:50pm,WTS A46,Th 4:00pm-4:50pm in WTS A46,"{'Thursday': ('16:00', '16:50', 'WTS A46')}"
24972,ANTH,242D,05,Discussion Section,W 4.00-4.50 WTS A53,W 4:00pm-4:50pm,WTS A53,W 4:00pm-4:50pm in WTS A53,"{'Wednesday': ('16:00', '16:50', 'WTS A53')}"
24973,ANTH,242D,06,Discussion Section,T 5.00-5.50 WTS B30,T 5:00pm-5:50pm,WTS B30,T 5:00pm-5:50pm in WTS B30,"{'Tuesday': ('17:00', '17:50', 'WTS B30')}"
25923,ANTH,242D,07,Discussion Section,Th 2.30-3.20 WTS B30,Th 2:30pm-3:20pm,WTS B30,Th 2:30pm-3:20pm in WTS B30,"{'Thursday': ('14:30', '15:20', 'WTS B30')}"
25924,ANTH,242D,08,Discussion Section,W 5.00-5.50 WTS B30,W 5:00pm-5:50pm,WTS B30,W 5:00pm-5:50pm in WTS B30,"{'Wednesday': ('17:00', '17:50', 'WTS B30')}"
25782,ARCG,161D,01,Discussion Section,,,,,{}
25785,ARCG,161D,02,Discussion Section,,,,,{}
25788,ARCG,161D,03,Discussion Section,,,,,{}
25791,ARCG,161D,04,Discussion Section,,,,,{}
25219,ARCH,262D,01,Discussion Section,,,,,{}
25221,ARCH,262D,02,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
25223,ARCH,262D,03,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25225,ARCH,262D,04,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25215,ARCH,262D,05,Discussion Section,W 1.30-2.20 LORIA B51,W 1:30pm-2:20pm,LORIA B51,W 1:30pm-2:20pm in LORIA B51,"{'Wednesday': ('13:30', '14:20', 'LORIA B51')}"
25217,ARCH,262D,06,Discussion Section,F 10.30-11.20 LORIA B51,F 10:30am-11:20am,LORIA B51,F 10:30am-11:20am in LORIA B51,"{'Friday': ('10:30', '11:20', 'LORIA B51')}"
25282,ARCH,262D,07,Discussion Section,T 7.00-7.50p LORIA 358,T 7:00pm-7:50pm,LORIA 358,T 7:00pm-7:50pm in LORIA 358,"{'Tuesday': ('19:00', '19:50', 'LORIA 358')}"
25919,ARCH,262D,08,Discussion Section,Th 1.30-2.20 LORIA B50,Th 1:30pm-2:20pm,LORIA B50,Th 1:30pm-2:20pm in LORIA B50,"{'Thursday': ('13:30', '14:20', 'LORIA B50')}"
25798,BENG,249D,01,Discussion Section,F 4.00-4.50,F 4:00pm-4:50pm,,F 4:00pm-4:50pm,"{'Friday': ('16:00', '16:50', '')}"
25799,BENG,249D,02,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25947,BENG,249D,03,Discussion Section,M 4.30-5.20 WLH 013,M 4:30pm-5:20pm,WLH 013,M 4:30pm-5:20pm in WLH 013,"{'Monday': ('16:30', '17:20', 'WLH 013')}"
25948,BENG,249D,04,Discussion Section,T 8.00-8.50p WLH 202,T 8:00pm-8:50pm,WLH 202,T 8:00pm-8:50pm in WLH 202,"{'Tuesday': ('20:00', '20:50', 'WLH 202')}"
25660,BENG,351D,01,Discussion Section,M 7.00-7.50p HGS 220B,M 7:00pm-7:50pm,HGS 220B,M 7:00pm-7:50pm in HGS 220B,"{'Monday': ('19:00', '19:50', 'HGS 220B')}"
25662,BENG,351D,02,Discussion Section,T 7.00-7.50p HGS 220B,T 7:00pm-7:50pm,HGS 220B,T 7:00pm-7:50pm in HGS 220B,"{'Tuesday': ('19:00', '19:50', 'HGS 220B')}"
25681,BENG,356LD,01,Discussion Section,T 1.00-4.00,T 1:00pm-4:00pm,,T 1:00pm-4:00pm,"{'Tuesday': ('13:00', '16:00', '')}"
25682,BENG,356LD,02,Discussion Section,Th 1.00-4.00,Th 1:00pm-4:00pm,,Th 1:00pm-4:00pm,"{'Thursday': ('13:00', '16:00', '')}"
25683,BENG,356LD,03,Discussion Section,Th 1.00-4.00,Th 1:00pm-4:00pm,,Th 1:00pm-4:00pm,"{'Thursday': ('13:00', '16:00', '')}"
25259,BIOL,101D,01,Discussion Section,W 7.00-7.50p WLH 001,W 7:00pm-7:50pm,WLH 001,W 7:00pm-7:50pm in WLH 001,"{'Wednesday': ('19:00', '19:50', 'WLH 001')}"
25260,BIOL,101D,02,Discussion Section,Th 10.30-11.20 AKW 100,Th 10:30am-11:20am,AKW 100,Th 10:30am-11:20am in AKW 100,"{'Thursday': ('10:30', '11:20', 'AKW 100')}"
25261,BIOL,101D,03,Discussion Section,Th 10.30-11.20 CO493 106,Th 10:30am-11:20am,CO493 106,Th 10:30am-11:20am in CO493 106,"{'Thursday': ('10:30', '11:20', 'CO493 106')}"
25262,BIOL,101D,04,Discussion Section,Th 7.00-7.50p WLH 002,Th 7:00pm-7:50pm,WLH 002,Th 7:00pm-7:50pm in WLH 002,"{'Thursday': ('19:00', '19:50', 'WLH 002')}"
25263,BIOL,101D,05,Discussion Section,Th 7.00-7.50p WLH 003,Th 7:00pm-7:50pm,WLH 003,Th 7:00pm-7:50pm in WLH 003,"{'Thursday': ('19:00', '19:50', 'WLH 003')}"
25264,BIOL,101D,06,Discussion Section,Th 7.00-7.50p WLH 007,Th 7:00pm-7:50pm,WLH 007,Th 7:00pm-7:50pm in WLH 007,"{'Thursday': ('19:00', '19:50', 'WLH 007')}"
25265,BIOL,101D,07,Discussion Section,F 11.35-12.25 AKW 100,F 11:35am-12:25am,AKW 100,F 11:35am-12:25am in AKW 100,"{'Friday': ('11:35', '12:25', 'AKW 100')}"
25266,BIOL,101D,08,Discussion Section,F 11.35-12.25 BASSLB L73,F 11:35am-12:25am,BASSLB L73,F 11:35am-12:25am in BASSLB L73,"{'Friday': ('11:35', '12:25', 'BASSLB L73')}"
25267,BIOL,101D,09,Discussion Section,F 11.35-12.25 CO493 106,F 11:35am-12:25am,CO493 106,F 11:35am-12:25am in CO493 106,"{'Friday': ('11:35', '12:25', 'CO493 106')}"
25268,BIOL,101D,10,Discussion Section,F 11.35-12.25 HLH17 03,F 11:35am-12:25am,HLH17 03,F 11:35am-12:25am in HLH17 03,"{'Friday': ('11:35', '12:25', 'HLH17 03')}"
25278,BIOL,101D,11,Discussion Section,W 2.30-3.20 HLH17 03,W 2:30pm-3:20pm,HLH17 03,W 2:30pm-3:20pm in HLH17 03,"{'Wednesday': ('14:30', '15:20', 'HLH17 03')}"
25070,BIOL,102D,01,Discussion Section,W 7.00-7.50p WLH 001,W 7:00pm-7:50pm,WLH 001,W 7:00pm-7:50pm in WLH 001,"{'Wednesday': ('19:00', '19:50', 'WLH 001')}"
25071,BIOL,102D,02,Discussion Section,Th 10.30-11.20 AKW 100,Th 10:30am-11:20am,AKW 100,Th 10:30am-11:20am in AKW 100,"{'Thursday': ('10:30', '11:20', 'AKW 100')}"
25072,BIOL,102D,03,Discussion Section,Th 10.30-11.20 CO493 106,Th 10:30am-11:20am,CO493 106,Th 10:30am-11:20am in CO493 106,"{'Thursday': ('10:30', '11:20', 'CO493 106')}"
25073,BIOL,102D,04,Discussion Section,Th 7.00-7.50p WLH 002,Th 7:00pm-7:50pm,WLH 002,Th 7:00pm-7:50pm in WLH 002,"{'Thursday': ('19:00', '19:50', 'WLH 002')}"
25074,BIOL,102D,05,Discussion Section,Th 7.00-7.50p WLH 003,Th 7:00pm-7:50pm,WLH 003,Th 7:00pm-7:50pm in WLH 003,"{'Thursday': ('19:00', '19:50', 'WLH 003')}"
25075,BIOL,102D,06,Discussion Section,Th 7.00-7.50p WLH 007,Th 7:00pm-7:50pm,WLH 007,Th 7:00pm-7:50pm in WLH 007,"{'Thursday': ('19:00', '19:50', 'WLH 007')}"
25076,BIOL,102D,07,Discussion Section,F 11.35-12.25 AKW 100,F 11:35am-12:25am,AKW 100,F 11:35am-12:25am in AKW 100,"{'Friday': ('11:35', '12:25', 'AKW 100')}"
25077,BIOL,102D,08,Discussion Section,F 11.35-12.25 BASSLB L73,F 11:35am-12:25am,BASSLB L73,F 11:35am-12:25am in BASSLB L73,"{'Friday': ('11:35', '12:25', 'BASSLB L73')}"
25078,BIOL,102D,09,Discussion Section,F 11.35-12.25 CO493 106,F 11:35am-12:25am,CO493 106,F 11:35am-12:25am in CO493 106,"{'Friday': ('11:35', '12:25', 'CO493 106')}"
25079,BIOL,102D,10,Discussion Section,F 11.35-12.25 HLH17 03,F 11:35am-12:25am,HLH17 03,F 11:35am-12:25am in HLH17 03,"{'Friday': ('11:35', '12:25', 'HLH17 03')}"
25279,BIOL,102D,11,Discussion Section,W 2.30-3.20 HLH17 03,W 2:30pm-3:20pm,HLH17 03,W 2:30pm-3:20pm in HLH17 03,"{'Wednesday': ('14:30', '15:20', 'HLH17 03')}"
25080,BIOL,103D,01,Discussion Section,W 7.00-7.50p WLH 002,W 7:00pm-7:50pm,WLH 002,W 7:00pm-7:50pm in WLH 002,"{'Wednesday': ('19:00', '19:50', 'WLH 002')}"
